AGORA ID,Cosponsor_FullName,Cosponsor_FirstName,Cosponsor_MiddleName,Cosponsor_LastName,Cosponsor_Party,Cosponsor_State,Cosponsor_District,Cosponsor_BioguideId,Cosponsor_URL,Cosponsor_SponsorshipDate,Cosponsor_IsOriginal,Cosponsor_WithdrawnDate,Cosponsor_IsWithdrawn
1744,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1744,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1744,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1744,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1744,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1744,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1744,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1744,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1758,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1758,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1758,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1758,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1758,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1758,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1758,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1758,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1758,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1758,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1758,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1758,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1746,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1746,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1746,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1746,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1746,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1746,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1746,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1746,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1746,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1746,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1746,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1746,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1753,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1753,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1753,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1753,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1753,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1753,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1753,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1753,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1753,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1753,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1753,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1753,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1741,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1741,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1741,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1741,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1741,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1741,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1741,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1741,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1741,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1741,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1741,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1741,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1737,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1737,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1737,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1737,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1737,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1737,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1737,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1737,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1737,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1737,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1737,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1737,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1755,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1755,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1755,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1755,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1755,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1755,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1755,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1755,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1755,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1755,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1755,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1755,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1998,"Rep. Edwards, Chuck [R-NC-11]",Chuck,,Edwards,R,NC,11.0,E000246,https://api.congress.gov/v3/member/E000246?format=json,2024-12-17,True,,False
1988,"Sen. Klobuchar, Amy [D-MN]",Amy,,Klobuchar,D,MN,,K000367,https://api.congress.gov/v3/member/K000367?format=json,2025-01-16,True,,False
1988,"Sen. Capito, Shelley Moore [R-WV]",Shelley,Moore,Capito,R,WV,,C001047,https://api.congress.gov/v3/member/C001047?format=json,2025-01-16,True,,False
1988,"Sen. Blumenthal, Richard [D-CT]",Richard,,Blumenthal,D,CT,,B001277,https://api.congress.gov/v3/member/B001277?format=json,2025-01-16,True,,False
1988,"Sen. Cassidy, Bill [R-LA]",Bill,,Cassidy,R,LA,,C001075,https://api.congress.gov/v3/member/C001075?format=json,2025-01-16,True,,False
1988,"Sen. Booker, Cory A. [D-NJ]",Cory,,Booker,D,NJ,,B001288,https://api.congress.gov/v3/member/B001288?format=json,2025-01-16,True,,False
1988,"Sen. Barrasso, John [R-WY]",John,,Barrasso,R,WY,,B001261,https://api.congress.gov/v3/member/B001261?format=json,2025-01-16,True,,False
1988,"Sen. Rosen, Jacky [D-NV]",Jacklyn,,Rosen,D,NV,,R000608,https://api.congress.gov/v3/member/R000608?format=json,2025-01-16,True,,False
1988,"Sen. Lummis, Cynthia M. [R-WY]",Cynthia,M.,Lummis,R,WY,,L000571,https://api.congress.gov/v3/member/L000571?format=json,2025-01-16,True,,False
1988,"Sen. Hickenlooper, John W. [D-CO]",John,W.,Hickenlooper,D,CO,,H000273,https://api.congress.gov/v3/member/H000273?format=json,2025-01-16,True,,False
1988,"Sen. Budd, Ted [R-NC]",Ted,,Budd,R,NC,,B001305,https://api.congress.gov/v3/member/B001305?format=json,2025-01-16,True,,False
1988,"Sen. Blackburn, Marsha [R-TN]",Marsha,,Blackburn,R,TN,,B001243,https://api.congress.gov/v3/member/B001243?format=json,2025-01-16,True,,False
1988,"Sen. Wicker, Roger F. [R-MS]",Roger,F.,Wicker,R,MS,,W000437,https://api.congress.gov/v3/member/W000437?format=json,2025-01-16,True,,False
1988,"Sen. Young, Todd [R-IN]",Todd,,Young,R,IN,,Y000064,https://api.congress.gov/v3/member/Y000064?format=json,2025-01-16,True,,False
1988,"Sen. Curtis, John R. [R-UT]",John,R.,Curtis,R,UT,,C001114,https://api.congress.gov/v3/member/C001114?format=json,2025-01-16,True,,False
1988,"Sen. Sheehy, Tim [R-MT]",Tim,,Sheehy,R,MT,,S001232,https://api.congress.gov/v3/member/S001232?format=json,2025-01-16,True,,False
1988,"Sen. Warnock, Raphael G. [D-GA]",Raphael,,Warnock,D,GA,,W000790,https://api.congress.gov/v3/member/W000790?format=json,2025-01-16,True,,False
1988,"Sen. Heinrich, Martin [D-NM]",Martin,T.,Heinrich,D,NM,,H001046,https://api.congress.gov/v3/member/H001046?format=json,2025-01-16,True,,False
1988,"Sen. Peters, Gary C. [D-MI]",Gary,,Peters,D,MI,,P000595,https://api.congress.gov/v3/member/P000595?format=json,2025-01-16,True,,False
1988,"Sen. Schiff, Adam B. [D-CA]",Adam,B.,Schiff,D,CA,,S001150,https://api.congress.gov/v3/member/S001150?format=json,2025-01-21,False,,False
1988,"Sen. Cortez Masto, Catherine [D-NV]",Catherine,,Cortez Masto,D,NV,,C001113,https://api.congress.gov/v3/member/C001113?format=json,2025-02-05,False,,False
1988,"Sen. Shaheen, Jeanne [D-NH]",Jeanne,,Shaheen,D,NH,,S001181,https://api.congress.gov/v3/member/S001181?format=json,2025-02-06,False,,False
1757,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1757,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1757,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1757,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1757,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1757,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1757,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1757,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1757,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1757,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1757,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1757,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
1747,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2023-07-27,True,,False
1747,"Rescom. González-Colón, Jenniffer [R-PR-At Large]",Jenniffer,,Gonzalez-Colon,R,PR,0.0,G000582,https://api.congress.gov/v3/member/G000582?format=json,2023-07-27,True,,False
1747,"Rep. Costa, Jim [D-CA-21]",Jim,,Costa,D,CA,21.0,C001059,https://api.congress.gov/v3/member/C001059?format=json,2023-07-27,True,,False
1747,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",Earl,"L. ""Buddy""",Carter,R,GA,1.0,C001103,https://api.congress.gov/v3/member/C001103?format=json,2023-07-27,True,,False
1747,"Rep. Thompson, Mike [D-CA-4]",MIKE,,THOMPSON,D,CA,4.0,T000460,https://api.congress.gov/v3/member/T000460?format=json,2023-07-27,True,,False
1747,"Rep. Garbarino, Andrew R. [R-NY-2]",Andrew,R.,Garbarino,R,NY,2.0,G000597,https://api.congress.gov/v3/member/G000597?format=json,2023-07-27,True,,False
1747,"Rep. Stansbury, Melanie Ann [D-NM-1]",Melanie,Ann,Stansbury,D,NM,1.0,S001218,https://api.congress.gov/v3/member/S001218?format=json,2023-08-29,False,,False
1747,"Rep. Lawler, Michael [R-NY-17]",Michael,,Lawler,R,NY,17.0,L000599,https://api.congress.gov/v3/member/L000599?format=json,2023-09-14,False,,False
1747,"Rep. Sherman, Brad [D-CA-32]",BRAD,,SHERMAN,D,CA,32.0,S000344,https://api.congress.gov/v3/member/S000344?format=json,2023-10-06,False,,False
1747,"Rep. Grijalva, Raúl M. [D-AZ-7]",Raúl,M.,Grijalva,D,AZ,7.0,G000551,https://api.congress.gov/v3/member/G000551?format=json,2023-10-20,False,,False
1747,"Del. Moylan, James C. [R-GU-At Large]",James,C.,Moylan,R,GU,0.0,M001219,https://api.congress.gov/v3/member/M001219?format=json,2023-10-24,False,,False
1747,"Rep. Wild, Susan [D-PA-7]",Susan,,Wild,D,PA,7.0,W000826,https://api.congress.gov/v3/member/W000826?format=json,2023-11-15,False,,False
2387,"Rep. Moolenaar, John R. [R-MI-2]",John,R.,Moolenaar,R,MI,2.0,M001194,https://api.congress.gov/v3/member/M001194?format=json,2025-03-21,True,,False
2387,"Rep. McCaul, Michael T. [R-TX-10]",Michael,T.,McCaul,R,TX,10.0,M001157,https://api.congress.gov/v3/member/M001157?format=json,2025-03-21,True,,False
2387,"Rep. Golden, Jared F. [D-ME-2]",Jared,F.,Golden,D,ME,2.0,G000592,https://api.congress.gov/v3/member/G000592?format=json,2025-03-21,True,,False
2387,"Rep. Suozzi, Thomas R. [D-NY-3]",Thomas,R.,Suozzi,D,NY,3.0,S001201,https://api.congress.gov/v3/member/S001201?format=json,2025-03-21,True,,False
2387,"Rep. Wagner, Ann [R-MO-2]",Ann,,Wagner,R,MO,2.0,W000812,https://api.congress.gov/v3/member/W000812?format=json,2025-03-24,False,,False
2387,"Rep. LaHood, Darin [R-IL-16]",Darin,,LaHood,R,IL,16.0,L000585,https://api.congress.gov/v3/member/L000585?format=json,2025-03-24,False,,False
2396,"Rep. Houchin, Erin [R-IN-9]",Erin,,Houchin,R,IN,9.0,H001093,https://api.congress.gov/v3/member/H001093?format=json,2025-03-27,True,,False
2396,"Rep. Dingell, Debbie [D-MI-6]",Debbie,,Dingell,D,MI,6.0,D000624,https://api.congress.gov/v3/member/D000624?format=json,2025-03-27,True,,False
2396,"Rep. Kelly, Robin L. [D-IL-2]",Robin,L.,Kelly,D,IL,2.0,K000385,https://api.congress.gov/v3/member/K000385?format=json,2025-03-27,True,,False
2396,"Rep. Ryan, Patrick [D-NY-18]",Patrick,,Ryan,D,NY,18.0,R000579,https://api.congress.gov/v3/member/R000579?format=json,2025-04-01,False,,False
2297,"Sen. Blackburn, Marsha [R-TN]",Marsha,,Blackburn,R,TN,,B001243,https://api.congress.gov/v3/member/B001243?format=json,2025-01-27,True,,False
2297,"Sen. Blunt Rochester, Lisa [D-DE]",Lisa,,Blunt Rochester,D,DE,,B001303,https://api.congress.gov/v3/member/B001303?format=json,2025-01-27,True,,False
2297,"Sen. Shaheen, Jeanne [D-NH]",Jeanne,,Shaheen,D,NH,,S001181,https://api.congress.gov/v3/member/S001181?format=json,2025-03-11,False,,False
2297,"Sen. Young, Todd [R-IN]",Todd,,Young,R,IN,,Y000064,https://api.congress.gov/v3/member/Y000064?format=json,2025-09-30,False,,False
2401,"Sen. Warner, Mark R. [D-VA]",Mark,R.,Warner,D,VA,,W000805,https://api.congress.gov/v3/member/W000805?format=json,2025-04-02,True,,False
2420,"Sen. Daines, Steve [R-MT]",Steve,,Daines,R,MT,,D000618,https://api.congress.gov/v3/member/D000618?format=json,2025-02-13,True,,False
2420,"Sen. Schumer, Charles E. [D-NY]",Charles,E.,Schumer,D,NY,,S000148,https://api.congress.gov/v3/member/S000148?format=json,2025-02-13,True,,False
2420,"Sen. Murkowski, Lisa [R-AK]",Lisa,,Murkowski,R,AK,,M001153,https://api.congress.gov/v3/member/M001153?format=json,2025-02-13,True,,False
2420,"Sen. Young, Todd [R-IN]",Todd,,Young,R,IN,,Y000064,https://api.congress.gov/v3/member/Y000064?format=json,2025-02-13,True,,False
2420,"Sen. Padilla, Alex [D-CA]",Alex,,Padilla,D,CA,,P000145,https://api.congress.gov/v3/member/P000145?format=json,2025-02-13,True,,False
2345,"Rep. Magaziner, Seth [D-RI-2]",Seth,,Magaziner,D,RI,2.0,M001223,https://api.congress.gov/v3/member/M001223?format=json,2025-02-25,True,,False
2345,"Rep. Gimenez, Carlos A. [R-FL-28]",Carlos,A.,Gimenez,R,FL,28.0,G000593,https://api.congress.gov/v3/member/G000593?format=json,2025-02-25,True,,False
2345,"Rep. Goldman, Daniel S. [D-NY-10]",Daniel,S.,Goldman,D,NY,10.0,G000599,https://api.congress.gov/v3/member/G000599?format=json,2025-02-25,True,,False
2345,"Rep. Green, Mark E. [R-TN-7]",Mark,E.,Green,R,TN,7.0,G000590,https://api.congress.gov/v3/member/G000590?format=json,2025-02-25,True,,False
2345,"Rep. Haridopolos, Mike [R-FL-8]",Mike,,Haridopolos,R,FL,8.0,H001099,https://api.congress.gov/v3/member/H001099?format=json,2025-02-25,True,,False
2345,"Rep. Davis, Donald G. [D-NC-1]",Donald,G.,Davis,D,NC,1.0,D000230,https://api.congress.gov/v3/member/D000230?format=json,2025-02-25,True,,False
2345,"Rep. Fields, Cleo [D-LA-6]",CLEO,,FIELDS,D,LA,6.0,F000110,https://api.congress.gov/v3/member/F000110?format=json,2025-02-25,True,,False
2345,"Rep. Evans, Gabe [R-CO-8]",Gabe,,Evans,R,CO,8.0,E000300,https://api.congress.gov/v3/member/E000300?format=json,2025-02-25,True,,False
2345,"Rep. Riley, Josh [D-NY-19]",Josh,,Riley,D,NY,19.0,R000622,https://api.congress.gov/v3/member/R000622?format=json,2025-02-25,True,,False
2345,"Rep. Craig, Angie [D-MN-2]",Angie,,Craig,D,MN,2.0,C001119,https://api.congress.gov/v3/member/C001119?format=json,2025-02-25,True,,False
2345,"Rep. Garcia, Robert [D-CA-42]",Robert,,Garcia,D,CA,42.0,G000598,https://api.congress.gov/v3/member/G000598?format=json,2025-02-26,False,,False
2345,"Rep. Baumgartner, Michael [R-WA-5]",Michael,,Baumgartner,R,WA,5.0,B001322,https://api.congress.gov/v3/member/B001322?format=json,2025-03-03,False,,False
2345,"Rep. Guest, Michael [R-MS-3]",Michael,,Guest,R,MS,3.0,G000591,https://api.congress.gov/v3/member/G000591?format=json,2025-03-14,False,,False
